n,tiempo,memoria
309,0.00033110001822933555,2172
310,0.0003335000074002892,2204
311,0.0003476999991107732,2236
312,0.0003572000132407993,2268
313,0.0003803999861702323,2300
314,0.00039319999632425606,2332
315,0.0004364000051282346,2364
316,0.00045110000064596534,2396
317,0.0005358000053092837,2428
318,0.0003369000041857362,2460
319,0.0003239000216126442,2492
320,0.00031709999893791974,2524
321,0.0003291000030003488,2556
322,0.00032339998870156705,2588
323,0.0003273000183980912,2620
324,0.00032980000833049417,2652
325,0.0003462999884504825,2684
326,0.0005370999861042947,2716
327,0.00040759998955763876,2748
328,0.0003869999782182276,2780
329,0.0003856999974232167,2812
330,0.0004358000005595386,2844
331,0.0004909999843221158,2876
332,0.00037090000114403665,2908
333,0.0003699999942909926,2940
334,0.0003792000061366707,2972
335,0.00036130001535639167,3004
336,0.00039010000182315707,3036
337,0.000374099996406585,3068
338,0.00039160001324489713,3100
339,0.00038819998735561967,3132
340,0.00037399999564513564,3164
341,0.00039420000393874943,3196
342,0.0003910000086762011,3228
343,0.0003939000016544014,3260
344,0.0004031000135000795,3292
345,0.00042830000165849924,3324
346,0.00043119999463669956,3356
347,0.0004268999909982085,3388
348,0.00041680000140331686,3420
349,0.00042650001705624163,3452
350,0.0004239000263623893,3484
351,0.00042290001874789596,3516
352,0.00043509999522939324,3548
353,0.0004206000012345612,3580
354,0.0004163999983575195,3612
355,0.0005511000053957105,3644
356,0.0004907999827992171,3676
357,0.0004582999972626567,3708
358,0.0004282000008970499,3740
359,0.00044299999717622995,3772
360,0.0004351000243332237,3804
361,0.00044949998846277595,3836
362,0.0004498999915085733,3868
363,0.00047890000860206783,3900
364,0.00044949998846277595,3932
365,0.00046910002129152417,3964
366,0.0004599000094458461,3996
367,0.00046109998947940767,4028
368,0.0004702000005636364,4060
369,0.0004571000172290951,4092
370,0.00045950000640004873,4124
371,0.0004579000233206898,4156
372,0.00047660002019256353,4188
373,0.0004619999963324517,4220
374,0.00046980002662166953,4252
375,0.0004619999963324517,4284
376,0.00044639999396167696,4316
377,0.0004484000091906637,4348
378,0.000447900005383417,4380
379,0.0004474999732337892,4412
380,0.00045449999743141234,4444
381,0.0004498999915085733,4476
382,0.0004936000041197985,4508
383,0.0004647000168915838,4540
384,0.0004918999911751598,4572
385,0.0004665000014938414,4604
386,0.0004717000119853765,4636
387,0.00047420000191777945,4668
388,0.0005466000002343208,4700
389,0.0005373000167310238,4732
390,0.0004769999941345304,4764
391,0.0004726999904960394,4796
392,0.0004803999909199774,4828
393,0.0004803999909199774,4860
394,0.0005016999784857035,4892
395,0.0004856000014115125,4924
396,0.0004895000020042062,4956
397,0.0004891000280622393,4988
398,0.0004933000018354505,5020
399,0.000527900003362447,5052
400,0.0005156999977771193,5084
401,0.0005101999850012362,5116
402,0.0005072999920230359,5148
403,0.0005064999859314412,5180
404,0.0005066999874543399,5212
405,0.0005079999973531812,5244
406,0.000524800008861348,5276
407,0.0005183999892324209,5308
408,0.0005223999905865639,5340
409,0.0005230000242590904,5372
410,0.0005326000100467354,5404
